abbr     time          wkwtp1d0  wkwtg1d0  wkwtp2d0  wkwtg2d0  wkwtp3d0  wkwtg3d0  wkwtg0d0  wkmowkd0  wkcap1d0  wkcap2d0  wkcap3d0
     RHW 19720603             7         3        15        11        15        11         1        10         3         6         1
     RHW 19720604             2         2        10        10        18        10         8        10         3         4        17
     RHW 19720605             2         8        10        16        18        24         2         2         2         4         4
     RHW 19720606             1         8         1        16         1        16         8         8         2         4         4
     RHW 19720607             8         2         8        10        24        10         2         2         3         6         1
     RHW 19720608             5         2        13        10        13        18         2         2         4         2         5
     RHW 19720609             6         2         6         2         6        18         2         2         1         1         3
     RHW 19720610             3         2         3        10        19        18         2         2         6         8         6
     RHW 19720611             9         2        17        10        25        18         2         2         6         8         6
     RHW 19720612             4         8         4         8         4         8         8         8         6         8         6
     RHW 19720613             6         8         6         8        22         8         8        11         6         7        14
     RHW 19720614             6         2         6         2         6         2         2        11         1         1         3
     RHW 19720615             9         2        17         2        25         2         2        11         2         1         4
     RHW 19720616             4         2         4         2        20         2         2         2         1         1         3
     RHW 19720617             5         1        13         1        21         1         4         4         1         2         5
     RHW 19720618             1         3         9         3         9        19         3        10         2         4         1
     RHW 19720619             3         1        11         9        19        17         1         1         2         1         4
     RHW 19720620             4         1        12         9        20         9         1         1         1         2         5
     RHW 19720621             3         1        11         9        19         9         1        10         3         2         2
     RHW 19720622             1         2         9        10        17        10         1        10         3         4         1
     RHW 19720623             4         1         4         9        20        17         1         1         1         1         3
     RHW 19720624             5         3        13         3        21        19         3         3         1         9         3
     RHW 19720625             6         3        14        11        14        19         3        10         1         6         7
     RHW 19720626             6         3         6        11         6        11         1        11         1         1         3
     RHW 19720627             9         1        17         9        25         9         2        11         2         1         4
     RHW 19720628             4         1         4         9         4         9         2        10         1         1         3
     RHW 19720629             4         1         4         9         4         9         2         2         1         1         3
     RHW 19720630             4         2         4         2         4         2         2         2         6         8        10
     RHW 19720701             5         1        13         1        21         1         1         1         1         1         3
     RHW 19720702             4         1         4         1        20         1         3        10         1         2         5
     RHW 19720703             4         3        12        11        12        19         3         3         1         2         5
     RHW 19720704            10         3        18        11        26        11         1        10         1         6         1
     RHW 19720705             2         1         2         9         2         9         2         9         2         7         6
     RHW 19720706             4         1        12         1        12         1         1        11         2         1         3
     RHW 19720707             4         3        12         3        12        19         3        10         1         2         1
     RHW 19720708            10         3        18        11        26        11         1         1         3         2         2
     RHW 19720709             2         2        10        10        10        10         2         2         3         4        17
     RHW 19720710             4         2         4         2         4        18         2         2         1         9         5
     RHW 19720711             5         8         5         8        21         8         7        11         1         9        22
     RHW 19720712             5         6        13         6        21         6         5        10         4         9         9
     RHW 19720713             5         5        13         5        21         5         5        10         4         3         9
     RHW 19720714             6         5         6         5        22         5         5        10         4         3         9
     RHW 19720715             6         6         6         6         6         6         6        10         4         9         9
     RHW 19720716             6         6         6         6         6         6         6        10         1         6         7
     RHW 19720717             5         6         5         6         5         6         6        11         1         1         3
     RHW 19720718             5         6         5         6         5         6         6        11         1         1         3
     RHW 19720719             5         6         5         6         5         6         6        11         2         1         3
     RHW 19720720             4         5         4         5         4         5         6        11         2         1         3
     RHW 19720721             4         5         4         5         4         5         6        11         1         1         3
     RHW 19720722             4         3         4         3         4         3         3        11         1         1         3
     RHW 19720723             5         1         5         9        21        17         1        10         1         1         3
     RHW 19720724             4         2         4        10         4        10         2        11         1         1         3
     RHW 19720725             5         2         5        10         5        18         2        10         1         1         3
     RHW 19720726             5         1         5         1         5         1         1        10         1         9         5
     RHW 19720727             5         1         5         1         5         1         1         1         1         9         3
     RHW 19720728             5         2         5         2         5         2         2        11         1         1         3
     RHW 19720729             5         1        13         1        13         1         1         1         1         1         3
     RHW 19720730             5         1         5         1        21         1         1         1         1         1         3
     RHW 19720731             2         2         2         2         2         2         1         1         2         7         6
     RHW 19720801             1         2         9         2        17         2         2         2         7         8         6
     RHW 19720802             1         2         1         2        17         2         1         1         7         8         6
     RHW 19720803             4         1         4         1         4         1         3        11         6         8        10
     RHW 19720804             4         3        12        11        12        19         3         3         4         2         5
     RHW 19720805             1         3         9        11         9        19         3        10         3         2         2
     RHW 19720806             2         3        10        11        10        11         3        10         3         4         1
     RHW 19720807             1         1         9         9         9         9         1        11         2         1         4
     RHW 19720808             1         1         9         9         9         9         1        11         2         4         4
     RHW 19720809             1         2         9        10         9        10         2         2         3         2         1
     RHW 19720810             5         1         5         9         5         9         2         2         4         2         2
     RHW 19720811             4         2         4        10         4        10         2         2         3         2         5
     RHW 19720812             7         2         7        10         7        10         2         2         4         6         2
     RHW 19720813             8         2         8        10         8        10         2         2         3         6         1
     RHW 19720814             7         8         7        16         7        16         8         8         1         6         3
     RHW 19720815             4         8         4         8         4        24         8         8         1         1         3
     RHW 19720816             5         8         5         8         5         8         8        11         1         9         5
     RHW 19720817             5         9        13        17        21        25         4        11         1         9         5
     RHW 19720818             4         1         4         1         4         1         1         1         6         1        10
     RHW 19720819             5         9        13        17        21        25         4        10         1         9        22
     RHW 19720820             5         5        13         5        21        21         5         5         1         9        22
     RHW 19720821             4         4        12         4        12        20         4         4         1         9         5
     RHW 19720822             5         3        13         3        13         3         3        10         1         9         5
     RHW 19720823             5         9        13        17        21        25         7        10         4         2         5
     RHW 19720824             5         4        13         4        21        20         4        10         4         3        11
     RHW 19720825             5         3        13        11        13        19         4        10         4         2         2
     RHW 19720826             6         3         6        11         6        19         3        10         1         6         7
     RHW 19720827             7         1         7         9         7        17         2        10         1         6         7
     RHW 19720828             6         1         6         1         6         1         2        11         1         6         7
     RHW 19720829             6         1         6         1         6         1         6        11         1         6         7
     RHW 19720830             6         4         6         4         6         4         6        11         1         6         7
     RHW 19720831             6         4         6        12         6        20         5        11         1         6         7
     RHW 19720901             5         3         5         3        21         3         4        10         4         3         9
     RHW 19720902             6         9         6        17         6        25         3        10         4         3         9
     RHW 19720903             6         8         6         8         6         8         8         8         4         6         2
     RHW 19720904             7         8         7         8        23        24         8        11         1         6         7
     RHW 19720905             7         2         7         2         7         2         7        11         1         6         1
     RHW 19720906             2         2        10         2        18         2         2        10         3         4         1
     RHW 19720907             2         2        10        10        10        18         2        10         2         4         1
     RHW 19720908             2         2         2         2         2        18         2        10         1         4         1
     RHW 19720909             2         2         2         2         2         2         1        11         2         7         4
     RHW 19720910             1         2         1         2         1        18         2         2         2         8         6
     RHW 19720911             5         1        13         1        13         1         1         1         4         9         5
     RHW 19720912             5         3        13         3        13         3         3         3         4         3        11
     RHW 19720913            10         1        18         1        26         1         3         3         1         2         1
     RHW 19720914             6         1         6         1         6         1         8        11         6         7        14
     RHW 19720915             6         2         6         2         6         2         7        11         6        13        14
     RHW 19720916             4         2         4         2         4         2         4        10         1         1         3
     RHW 19720917             3         1        11         1        19         1         1         1         3         2         2
     RHW 19720918             6         2         6         2         6         2         1         1         4         2         2
     RHW 19720919             6         2         6         2         6         2         2        10         4         2         2
     RHW 19720920             6         1        14         1        22         1         1        10         4         2         2
     RHW 19720921             7         3        15         3        15         3         3        10         5         5         8
     RHW 19720922             6         3        14        11        14        11         3        10         5         5         8
     RHW 19720923             5         3         5        11        21        19         3         3         1         9         5
     RHW 19720924             6         3        14         3        22         3         3         3         1        13        22
     RHW 19720925             6         3        14         3        22         3         3         3         1         9         3
     RHW 19720926             6         1        14         1        22         1         4        10         1         9         7
     RHW 19720927             5         3        13         3        13         3         4         4         1         9         5
     RHW 19720928             5         3        13        11        13        11         4        10         4         2         5
     RHW 19720929             5         3        13        11        21        11         3        10         5         3        11
     RHW 19720930             7         3         7        11        23        19         3        11         5         5         8
     RHW 19721001             7         3         7         3         7        19         3        10         3         5         2
     RHW 19721002             7         3        15        11        23        19         3        10         4         5         8
     RHW 19721003             6         4         6         4        22        20         4         4         4         3         9
     RHW 19721004             6         4        14        12        14        20         4         4         4         3        16
     RHW 19721005             6         5        14         5        22        21         5         5         4         3         9
     RHW 19721006             7         6         7        14        23        22         6        10         4         5         2
     RHW 19721007             7         5         7        13         7        21         5        10         5         5         8
     RHW 19721008             7         5         7         5         7         5         5        10         5         5         8
     RHW 19721009             7         9         7        17         7        25         4         4         3         6         2
     RHW 19721010             8         9        16        17        16        25         3        11         2         7         4
     RHW 19721011             8         2        16        10        24        10         8         8         7         7        19
     RHW 19721012             8         2         8        10        24        10         8         8         6         7         6
     RHW 19721013             6        10         6        18        22        26         7         9         6         7        14
     RHW 19721014             6         4         6        12        22        12         5        11         1         9        22
     RHW 19721015             6         4        14        12        22        20         4         4         4         3         9
     RHW 19721016             6         5        14        13        22        13         5        10         5        12        16
     RHW 19721017             6         5        14        13        14        13         5        10         5        12        16
     RHW 19721018             5         3        13        11        21        11         4        10         4         3         9
     RHW 19721019             6         4        14        12        14        12         3         3         4         3         9
     RHW 19721020             2         1        10         9        18        17         1         1         2         1         4
     RHW 19721021             5         1         5         1        21         1         3         3         6        13        10
     RHW 19721022             4         4        12         4        12        20         4         4         1         2         5
     RHW 19721023             3         4        11        12        11        20         4         4         3         2         5
     RHW 19721024             3         3        11        11        11        11         3         3         3        15        13
     RHW 19721025             8         3        16        11        16        19         1         1         3         5         2
     RHW 19721026             8         1        16         9        16         9         1        10         3         5        13
     RHW 19721027             2         2        10        10        10        10         2        11         2         4        17
     RHW 19721028             1         8         1         8         1        24         8         8         2         1         4
     RHW 19721029             5         6        13         6        13         6         6        10         4         3         9
     RHW 19721030             6         4        14        12        14        12         4        11         4         3         9
     RHW 19721031             8        10        16        18        16        26         2        11         3         5         2
     RHW 19721101            10        10        18        18        26        26         8        11         5         5         8
     RHW 19721102             4         4        12        12        12        12         7        11         5        10        12
     RHW 19721103             6        10        14        18        14        26         8        11         5        10         8
     RHW 19721104             4         1        12         9        12         9         1        11         5        10        11
     RHW 19721105             3         3        11        11        11        11         3        10         5        10        12
     RHW 19721106             4         3        12        11        12        11         4        11         5        10        12
     RHW 19721107             1         2         9        10         9        10         2        10         5        10        12
     RHW 19721108             3         1        11         9        11         9         2         2         5         5        11
     RHW 19721109            10         1        18         9        26         9         1        10         5        10         8
     RHW 19721110             2         2        10        10        10        10         2        10         3         4        17
     RHW 19721111             1         1         1         9         1        17         2         2         2        11        21
     RHW 19721112             3         3        11         3        11         3         3         3         2        11        10
     RHW 19721113             1         1         9         9        17         9         1         1         7        14        21
     RHW 19721114             1         1         1         9         1         9         1         1         7         8         6
     RHW 19721115             5         1         5         1         5        17         1         1         1         1         3
     RHW 19721116             2         1        10         9        10        17         1         1         3        15        17
     RHW 19721117             1         1         9         9         9         9         1         1         2        11         4
     RHW 19721118             4         1         4         1         4         1         1         1         6         8        10
     RHW 19721119             2         1        10         9        10         9         1         1         3         4        17
     RHW 19721120             2         1        10         1        18        17         1         1         7        14        24
     RHW 19721121             1         1         9         1         9         1         1         1         7        14        24
     RHW 19721122             1         1         9         9         9         9         1         1         2        11         6
     RHW 19721123             3         1         3         9        19        17         1         1         1         1         1
     RHW 19721124             5         1         5         1         5         1         3        10         1         9         5
     RHW 19721125             5         4        13         4        13         4         4         4         4         3        16
     RHW 19721126             5         4        13        12        13        12         5        10         8        12        18
     RHW 19721127            10         4        18        12        26        12         4         4         8        17        26
     RHW 19721128             1        10         9        18         9        26         2        10         5        10        12
     RHW 19721129             1         1         9         9         9         9         1         1         3        15        13
     RHW 19721130             2         2        10        10        10        10         2         2         2         7        19
     RHW 19721201             8         2        16         2        24        18         1        11         6         7         6
     RHW 19721202             2         2        10        10        10        18         2        11         2         7         4
     RHW 19721203             2         2        10        10        10        10         2         2         2        11         4
     RHW 19721204             2         2        10        10        10        10         2         2         3        15        13
     RHW 19721205            10         1        18         1        26         1         1         1         5        15        13
     RHW 19721206             2         1        10         9        10         9         1        10         5         5        13
     RHW 19721207             2         2        10        10        10        10         2         2         3         4        17
     RHW 19721208             2         2        10        10        10        10         2         2         3         4        17
     RHW 19721209             1         2         9        10         9        18         2         2         3        15        13
     RHW 19721210             8         1        16         9        16         9         1        10         5        10        12
     RHW 19721211            10         1        18         9        26         9         1        10         5        10        12
     RHW 19721212             8         8        16        16        16        16         7        10         5        10        12
     RHW 19721213             2         6        10         6        10        22         5        10         8        17        12
     RHW 19721214             8         7        16        15        16        23         7        10         8        17        26
     RHW 19721215             8         7        16        15        16        15         7        10         8        17        18
     RHW 19721216             8         6        16        14        16        14         7        11         8        17        18
     RHW 19721217             7         5        15        13        15        21         5        10         8        17        18
     RHW 19721218             6         4         6        12         6        12         4        10         8        17        18
     RHW 19721219             6         5        14         5        22         5         5         5         8        17        18
     RHW 19721220             7         5        15         5        23         5         5         5         8        17        26
     RHW 19721221             7         6        15         6        15         6         6         6         8        17        26
     RHW 19721222             7         6        15         6        15        22         6        10         8        17        26
     RHW 19721223             7         8        15        16        15        16         8        11         8        17        18
     RHW 19721224             7         2        15        10        15        10         2        10         8        10        18
     RHW 19721225             8         8        16        16        16        16         8        10         5        10         8
     RHW 19721226             8         2        16        10        16        10         2        10         5        10         8
     RHW 19721227             8         2        16        10        16        10         2        10         5         5         8
     RHW 19721228             8         7        16        15        16        15         8        10         5         5         8
     RHW 19721229             7         6         7         6        23         6         5        10         5        12         8
     RHW 19721230             7         7        15         7        23         7         8         8         8        17        18
     RHW 19721231             7         7        15        15        23        23         7        10         8        12        18
     RHW 19730101             7         7         7        15        23        23         7         7         5        12        18
     RHW 19730102             7         7         7        15        23        23         6         6         8        12        18
     RHW 19730103             6         6        14         6        22         6         6         6         5        12        16
     RHW 19730104             6         5        14         5        14         5         5         5         8        12        18
     RHW 19730105             6         5        14        13        14        21         5         5         8        17        18
     RHW 19730106             6         6        14         6        14        22         6         6         8        17        26
     RHW 19730107             6         6        14        14        22        22         5         5         8        17        26
     RHW 19730108             6         6         6        14        22        14         6        10         8        17        26
     RHW 19730109             6         4        14        12        14        12         3        11         8        12        18
     RHW 19730110             7         5        15         5        15         5         5        10         8        12        18
     RHW 19730111             5         5        13        13        13        13         6        10         5        12        18
     RHW 19730112             6         4        14        12        14        12         4        10         8        12        18
     RHW 19730113             7         4        15        12        15        12         2        11         5        10        18
     RHW 19730114             2         2        10        10        10        10         2         2         5        10        12
     RHW 19730115             2         2        10        10        10        10         2         2         2         4        17
     RHW 19730116             7         2         7         2         7         2         2         9         6         7        14
     RHW 19730117             8         2        16        10        16        18         2         9         7         7        19
     RHW 19730118             7         2         7         2         7         2         2        11         1         6         7
     RHW 19730119             6         1         6         1         6         1         2        10         1         6         7
     RHW 19730120             2         1        10         9        10        17         1        11         2         7         4
     RHW 19730121             2         2        10        10        10        18         2         2         2         4        17
     RHW 19730122             6         8        14        16        22        24         8        10         4         3         9
     RHW 19730123             6         3        14         3        14         3         3         3         8        12        18
     RHW 19730124             6         4        14         4        14         4         4         4         8        12        18
     RHW 19730125             7         5        15         5        15         5         5         5         8        17        18
     RHW 19730126            10         4        18         4        26        20         4         4         5        10         8
     RHW 19730127             1         3         9         3        17        19         3         3         2        11        21
     RHW 19730128             5         4        13         4        21         4         4         4         6        13        10
     RHW 19730129             4         4        12        12        12        20         4         4         4         2         5
     RHW 19730130             3         3        11        11        11        11         3         3         3         2         5
     RHW 19730131             1         1         1         9         1         9         2        10         1         1         1
     RHW 19730201             6         8         6         8        22        24         2        11         1         6         7
     RHW 19730202             6         9         6        17        22        25         5        10         4         3         9
     RHW 19730203             6         6        14        14        14        14         6         6         8        12        18
     RHW 19730204             5         5        13        13        13        13         5        10         8        17        18
     RHW 19730205             6         4        14        12        14        12         4        10         8        17        18
     RHW 19730206             4         3        12        11        12        11         4        10         5         3        11
     RHW 19730207             3         3        11        11        11        11         3        10         3        15        20
     RHW 19730208             1         1         9         9         9        17         1         1         3        15        20
     RHW 19730209             1         1         9         9         9         9         2         2         2        11        21
     RHW 19730210             3         1         3         1         3         1         1         1         6         8         6
     RHW 19730211             4         3         4         3        20         3         4        10         1         1        10
     RHW 19730212             1         3         9        11         9        19         3         3         2        11        21
     RHW 19730213             1         2         9        10        17        18         2         2         9        18        27
     RHW 19730214             8         2         8         2        24         2         2         2         9        18        27
     RHW 19730215             7         8        15         8        15         8         8         9         9        18        27
     RHW 19730216             6         7         6         7        22        23         6        11         9        16        25
     RHW 19730217             5         4        13         4        13         4         3        11         6        13        10
     RHW 19730218             4         9        12        17        12        25         4         4         1         1         3
     RHW 19730219             5         5        13         5        13         5         5         5         4         2         5
     RHW 19730220             5         5        13        13        13        21         5         5         4         3        16
     RHW 19730221             4         4        12        12        12        12         4         4         4         2        11
     RHW 19730222             4         3        12        11        20        19         3         3         1         1        10
     RHW 19730223             3         3        11         3        19         3         3         3         6         8        10
     RHW 19730224             3         3         3         3         3         3         3         3         9        16        25
     RHW 19730225             4         3        12         3        20         3         4         4         6        16        23
     RHW 19730226             5         4        13         4        13         4         4         4         6        13        23
     RHW 19730227             5         4        13         4        13         4         4         4         4         9        22
     RHW 19730228             5         4        13         4        13        20         5         5         8        12        16
     RHW 19730301             3         4        11        12        11        12         4         4         8        10        12
     RHW 19730302             4         3         4        11        20        19         2        10         5         3        11
     RHW 19730303             5         4        13         4        13        20         4         4         5        10        12
     RHW 19730304             6         4        14        12        14        20         4         4         8        10        18
     RHW 19730305             2         4        10        12        10        12         3        10         5        10        12
     RHW 19730306             3         1         3         9        19         9         1         1         3        15        11
     RHW 19730307             5         9         5        17         5        25         6         6         4         3        16
     RHW 19730308             6         4        14         4        22         4         5         5         5        12        16
     RHW 19730309             6         4         6         4         6         4         4         4         4         3        16
     RHW 19730310             6         9        14        17        22        25         5         5         4        12        16
     RHW 19730311             6         5        14         5        14         5         5         5         4         3         9
     RHW 19730312             6         3         6         3         6         3         3         3         1         6         7
     RHW 19730313             6         7         6         7         6         7         7         7         1         9        22
     RHW 19730314             6         6         6         6         6         6         6         6         1         9        22
     RHW 19730315             6         6         6         6         6         6         5         5         4         3         9
     RHW 19730316             6         6        14         6        22         6         6        10         5         3        16
     RHW 19730317             5         5        13        13        13        21         5        10         4         3        11
     RHW 19730318             4         4        12         4        12        20         4         4         1         1        10
     RHW 19730319             5         4        13         4        21         4         4        10         4         9         5
     RHW 19730320             5         4        13        12        13        12         4        10         5        10        12
     RHW 19730321             6         4        14        12        14        12         3        10         5        10        12
     RHW 19730322             8         4        16        12        16        12         3        11         5        10         8
     RHW 19730323             8         8        16        16        16        16         8        10         3         5         2
     RHW 19730324             2         8        10         8        10        24         8        11         3         4        17
     RHW 19730325             2         8         2        16        18        24         2        10         3         4         1
     RHW 19730326             6         8         6        16        22        16         8        10         4         2         2
     RHW 19730327             6         2         6        10         6        10         2        10         4         6         2
     RHW 19730328             6         8         6        16         6        16         8        11         1         6         3
     RHW 19730329             6         6         6        14         6        22         7        11         4         9         9
     RHW 19730330             5         6         5         6         5        22         5        10         1         6         7
     RHW 19730331             5         4         5         4        21         4         4        10         1         9         5
     RHW 19730401             4         3        12        11        12        11         3        10         1         2         5
     RHW 19730402             1         1         9         9         9         9         1         1         7        11        21
     RHW 19730403             4         1         4         1         4         1         4        10         6        13        10
     RHW 19730404             5         5        13         5        13         5         4         4         4         3        16
     RHW 19730405            10         4        18        12        26        12         4         4         4         3        11
     RHW 19730406             1         3         9        11         9        11         1         1         3         4         1
     RHW 19730407             3         1         3         9        19        17         1         1         2         1        10
     RHW 19730408             7         1         7         1        23        17         1         1         6         7        14
     RHW 19730409             7         2         7        10         7        18         2         2         6        16        23
     RHW 19730410             9         8        17         8        25         8         6         9         9        16        15
     RHW 19730411             3         3        11         3        19         3         4         4         2         8        10
     RHW 19730412             4         1         4         1        20         1         3         3         2         1        10
     RHW 19730413             5         3         5         3        21         3         3         3         1         9         5
     RHW 19730414             5         4        13         4        21         4         5         5         4         3         9
     RHW 19730415             5         4        13         4        13         4         4        10         4         3        11
     RHW 19730416             5         5        13         5        21         5         5         5         4         3         9
     RHW 19730417             4         4        12        12        12        12         4         4         4         3        11
     RHW 19730418             4         3        12         3        20        19         3         3         1         1         3
     RHW 19730419             5         1         5         1         5         1         3         3         6         8        23
     RHW 19730420             5         9         5        17         5        25         3         9         6        16        23
     RHW 19730421             4         9         4        17        20        25         4         9         6         8        23
     RHW 19730422             2         1         2         1        18         1         1         1         2         7         4
     RHW 19730423             7         2         7        10        23        18         2        11         6         7        14
     RHW 19730424             6         8         6         8         6         8         7        11         6        16        23
     RHW 19730425             5         4         5         4         5         4         4        11         1         1         3
     RHW 19730426             4         3        12         3        12        19         1        10         3         2         1
     RHW 19730427             2         1        10         1        10        17         3         3         2         4        17
     RHW 19730428             2         1        10         9        10         9         2         2         7         7        19
     RHW 19730429             1         2         1         2        17         2         1         9         7         8         6
     RHW 19730430             2         1        10         9        10         9         1         1         3         4        17
     RHW 19730501             2         2        10        10        18        10         2         2         2         4         4
     RHW 19730502             2         2        10        10        10        18         2         2         2         4         4
     RHW 19730503             2         1        10         1        10         1         2         2         2         7         4
     RHW 19730504             2         2        10        10        10        10         2         2         2         4         4
     RHW 19730505             2         2        10        10        10        10         2         2         2         4        17
     RHW 19730506             3         2        11        10        11        10         2         2         3         2         2
     RHW 19730507             1         2         9         2        17        18         2         2         3         4         1
     RHW 19730508             4         2         4         2         4         2         1         1         3         2         5
     RHW 19730509             4         3        12         3        12         3         4         4         4         3        11
